Ensembl Gene ID	Ensembl Transcript ID	dN	dS
ENSG00000115257	ENST00000614078	0.11520	1.19050
ENSG00000115257	ENST00000591687	0.11520	1.19050
ENSG00000275867	ENST00000611596		
ENSG00000160856	ENST00000457799		
ENSG00000160856	ENST00000477837		
ENSG00000160856	ENST00000492769		
ENSG00000160856	ENST00000480682		
ENSG00000160856	ENST00000494724		
ENSG00000160856	ENST00000368186		
ENSG00000160856	ENST00000485028		
ENSG00000160856	ENST00000368184		
ENSG00000160856	ENST00000473231		
ENSG00000160856	ENST00000468507		
ENSG00000160856	ENST00000478179		
ENSG00000160856	ENST00000496769		
ENSG00000237462	ENST00000437415		
ENSG00000237462	ENST00000436621		
ENSG00000237462	ENST00000464409		
ENSG00000237462	ENST00000491158		
ENSG00000237462	ENST00000497916		
ENSG00000268967	ENST00000600494		
ENSG00000160055	ENST00000466796	0.09900	0.43850
ENSG00000160055	ENST00000495091	0.09900	0.43850
ENSG00000160055	ENST00000491434	0.09900	0.43850
ENSG00000160055	ENST00000489170	0.09900	0.43850
ENSG00000160055	ENST00000461402	0.09900	0.43850
ENSG00000160055	ENST00000483001	0.09900	0.43850
ENSG00000160055	ENST00000309777	0.09900	0.43850
ENSG00000160055	ENST00000373593	0.09900	0.43850
ENSG00000160055	ENST00000344461	0.09900	0.43850
ENSG00000160055	ENST00000484490	0.09900	0.43850
ENSG00000160055	ENST00000485689	0.09900	0.43850
ENSG00000160055	ENST00000487174	0.09900	0.43850
ENSG00000240163	ENST00000475062		
ENSG00000143751	ENST00000272091	0.22840	0.75560
ENSG00000054965	ENST00000064778	0.00000	0.19280
ENSG00000054965	ENST00000450446	0.00000	0.19280
ENSG00000054965	ENST00000356467	0.00000	0.19280
ENSG00000054965	ENST00000432223	0.00000	0.19280
ENSG00000234332	ENST00000425064		
ENSG00000236926	ENST00000447218		
ENSG00000188322	ENST00000341901	0.02300	1.07480
ENSG00000196208	ENST00000381486	0.05620	0.74690
ENSG00000196208	ENST00000263834	0.05620	0.74690
ENSG00000196208	ENST00000389825	0.05620	0.74690
ENSG00000196208	ENST00000381483	0.05620	0.74690
ENSG00000196208	ENST00000470980	0.05620	0.74690
ENSG00000196208	ENST00000432985	0.05620	0.74690
ENSG00000196208	ENST00000396123	0.05620	0.74690
ENSG00000196208	ENST00000472040	0.05620	0.74690
ENSG00000196208	ENST00000234142	0.05620	0.74690
ENSG00000203993	ENST00000371417		
ENSG00000203993	ENST00000623970		
ENSG00000203993	ENST00000496793		
ENSG00000223984	ENST00000453465		
ENSG00000219186	ENST00000402402		
ENSG00000204406	ENST00000488372	0.02500	0.19050
ENSG00000204406	ENST00000407073	0.02500	0.19050
ENSG00000204406	ENST00000496158	0.02500	0.19050
ENSG00000204406	ENST00000478190	0.02500	0.19050
ENSG00000204406	ENST00000473478	0.02500	0.19050
ENSG00000204406	ENST00000470063	0.02500	0.19050
ENSG00000204406	ENST00000469438	0.02500	0.19050
ENSG00000204406	ENST00000478804	0.02500	0.19050
ENSG00000204406	ENST00000404807	0.02500	0.19050
ENSG00000204406	ENST00000416015	0.02500	0.19050
ENSG00000204406	ENST00000496893	0.02500	0.19050
ENSG00000184752	ENST00000552205	0.06320	0.53130
ENSG00000184752	ENST00000547447	0.06320	0.53130
ENSG00000184752	ENST00000550187	0.06320	0.53130
ENSG00000184752	ENST00000547157	0.06320	0.53130
ENSG00000184752	ENST00000538372	0.06320	0.53130
ENSG00000184752	ENST00000551991	0.06320	0.53130
ENSG00000184752	ENST00000327772	0.06320	0.53130
ENSG00000184752	ENST00000547986	0.06320	0.53130
ENSG00000184752	ENST00000546788	0.06320	0.53130
ENSG00000189334	ENST00000476873	0.05350	0.64930
ENSG00000189334	ENST00000368701	0.05350	0.64930
ENSG00000189334	ENST00000368702	0.05350	0.64930
ENSG00000189334	ENST00000368700	0.05350	0.64930
ENSG00000189334	ENST00000469571	0.05350	0.64930
ENSG00000189334	ENST00000344616	0.05350	0.64930
ENSG00000110911	ENST00000551215	0.06560	0.45830
ENSG00000110911	ENST00000262051	0.06560	0.45830
ENSG00000110911	ENST00000546636	0.06560	0.45830
ENSG00000110911	ENST00000547198	0.06560	0.45830
ENSG00000110911	ENST00000262052	0.06560	0.45830
ENSG00000110911	ENST00000550782	0.06560	0.45830
ENSG00000110911	ENST00000547688	0.06560	0.45830
ENSG00000110911	ENST00000541174	0.06560	0.45830
ENSG00000110911	ENST00000545993	0.06560	0.45830
ENSG00000110911	ENST00000546743	0.06560	0.45830
ENSG00000110911	ENST00000548554	0.06560	0.45830
ENSG00000110911	ENST00000551231	0.06560	0.45830
ENSG00000110911	ENST00000550061	0.06560	0.45830
ENSG00000110911	ENST00000547510	0.06560	0.45830
ENSG00000110911	ENST00000546488	0.06560	0.45830
ENSG00000110911	ENST00000547579	0.06560	0.45830
ENSG00000110911	ENST00000550714	0.06560	0.45830
ENSG00000110911	ENST00000547732	0.06560	0.45830
ENSG00000110911	ENST00000549110	0.06560	0.45830
ENSG00000110911	ENST00000548193	0.06560	0.45830
ENSG00000110911	ENST00000549625	0.06560	0.45830
ENSG00000110911	ENST00000549193	0.06560	0.45830
ENSG00000110911	ENST00000550995	0.06560	0.45830
ENSG00000110911	ENST00000550329	0.06560	0.45830
ENSG00000110911	ENST00000548150	0.06560	0.45830
ENSG00000110911	ENST00000394904	0.06560	0.45830
ENSG00000234748	ENST00000421173		
ENSG00000169629	ENST00000302558	0.09340	0.56910
ENSG00000169629	ENST00000409750	0.09340	0.56910
ENSG00000169629	ENST00000522286	0.09340	0.56910
ENSG00000169629	ENST00000330575	0.09340	0.56910
ENSG00000169629	ENST00000482903	0.09340	0.56910
ENSG00000169629	ENST00000496537	0.09340	0.56910
ENSG00000169629	ENST00000471422	0.09340	0.56910
ENSG00000229959	ENST00000428988		
ENSG00000256706	ENST00000544163		
ENSG00000149483	ENST00000278826	0.03800	0.46200
ENSG00000149483	ENST00000534963	0.03800	0.46200
ENSG00000149483	ENST00000543594	0.03800	0.46200
ENSG00000149483	ENST00000542946	0.03800	0.46200
ENSG00000149483	ENST00000540194	0.03800	0.46200
ENSG00000149483	ENST00000507563	0.03800	0.46200
ENSG00000149483	ENST00000423772	0.03800	0.46200
ENSG00000149483	ENST00000451389	0.03800	0.46200
ENSG00000149483	ENST00000545420	0.03800	0.46200
ENSG00000149483	ENST00000381787	0.03800	0.46200
ENSG00000149483	ENST00000539776	0.03800	0.46200
ENSG00000149483	ENST00000543833	0.03800	0.46200
ENSG00000260015	ENST00000568523		
ENSG00000234352	ENST00000586239		
ENSG00000234352	ENST00000597642		
ENSG00000234352	ENST00000593789		
ENSG00000234352	ENST00000598184		
ENSG00000234352	ENST00000439694		
ENSG00000234352	ENST00000592183		
ENSG00000234352	ENST00000425981		
ENSG00000234352	ENST00000608269		
ENSG00000234352	ENST00000599888		
ENSG00000229466	ENST00000447757		
ENSG00000137747	ENST00000528626	0.08010	0.55640
ENSG00000137747	ENST00000524993	0.08010	0.55640
ENSG00000137747	ENST00000430170	0.08010	0.55640
ENSG00000137747	ENST00000445164	0.08010	0.55640
ENSG00000137747	ENST00000526090	0.08010	0.55640
ENSG00000137747	ENST00000528135	0.08010	0.55640
ENSG00000137747	ENST00000525794	0.08010	0.55640
ENSG00000137747	ENST00000614424	0.08010	0.55640
ENSG00000226930	ENST00000424290		
ENSG00000253697	ENST00000520383		
ENSG00000233417	ENST00000456062		
ENSG00000226388	ENST00000446870		
ENSG00000205649	ENST00000526767		
ENSG00000205649	ENST00000530128		
ENSG00000205649	ENST00000528003		
ENSG00000205649	ENST00000529625		
ENSG00000205649	ENST00000533547		
ENSG00000205649	ENST00000381057		
ENSG00000279396	ENST00000625112		
ENSG00000047597	ENST00000378616	0.10130	0.67630
ENSG00000219280	ENST00000407739		
ENSG00000114209	ENST00000392750	0.00220	0.23110
ENSG00000114209	ENST00000473645	0.00220	0.23110
ENSG00000114209	ENST00000497056	0.00220	0.23110
ENSG00000114209	ENST00000492396	0.00220	0.23110
ENSG00000114209	ENST00000461494	0.00220	0.23110
ENSG00000114209	ENST00000470131	0.00220	0.23110
ENSG00000114209	ENST00000475915	0.00220	0.23110
ENSG00000114209	ENST00000487947	0.00220	0.23110
ENSG00000114209	ENST00000471885	0.00220	0.23110
ENSG00000114209	ENST00000479121	0.00220	0.23110
ENSG00000114209	ENST00000462725	0.00220	0.23110
ENSG00000114209	ENST00000492139	0.00220	0.23110
ENSG00000114209	ENST00000483451	0.00220	0.23110
ENSG00000114209	ENST00000494502	0.00220	0.23110
ENSG00000114209	ENST00000462830	0.00220	0.23110
ENSG00000114209	ENST00000464360	0.00220	0.23110
ENSG00000114209	ENST00000481136	0.00220	0.23110
ENSG00000114209	ENST00000487678	0.00220	0.23110
ENSG00000163492	ENST00000472828	0.17240	0.49330
ENSG00000163492	ENST00000480419	0.17240	0.49330
ENSG00000163492	ENST00000343876	0.17240	0.49330
ENSG00000163492	ENST00000443758	0.17240	0.49330
ENSG00000163492	ENST00000446116	0.17240	0.49330
ENSG00000163492	ENST00000409284	0.17240	0.49330
ENSG00000163492	ENST00000498142	0.17240	0.49330
ENSG00000163492	ENST00000420890	0.17240	0.49330
ENSG00000242692	ENST00000475545		
ENSG00000255201	ENST00000528407		
ENSG00000205360	ENST00000567054		
ENSG00000277016	ENST00000618981		
ENSG00000239218	ENST00000488192		
ENSG00000239218	ENST00000473700		
ENSG00000180785	ENST00000396952	0.03410	0.50480
ENSG00000180785	ENST00000530215	0.03410	0.50480
ENSG00000234258	ENST00000417601		
ENSG00000124900	ENST00000449290		
ENSG00000124900	ENST00000244891		
ENSG00000251151	ENST00000567780		
ENSG00000251151	ENST00000509870		
ENSG00000251151	ENST00000513165		
ENSG00000251151	ENST00000514702		
ENSG00000225491	ENST00000433767		
ENSG00000061492	ENST00000506684	0.12280	0.60480
ENSG00000061492	ENST00000361560	0.12280	0.60480
ENSG00000061492	ENST00000504809	0.12280	0.60480
ENSG00000061492	ENST00000398754	0.12280	0.60480
ENSG00000253482	ENST00000518751		
ENSG00000255291	ENST00000525121		
ENSG00000270816	ENST00000619530		
ENSG00000270816	ENST00000620337		
ENSG00000270816	ENST00000603633		
ENSG00000236033	ENST00000413313		
ENSG00000273582	ENST00000620963		
ENSG00000253710	ENST00000523764	0.08020	0.45510
ENSG00000253710	ENST00000616513	0.08020	0.45510
ENSG00000253710	ENST00000521508	0.08020	0.45510
ENSG00000253710	ENST00000519151	0.08020	0.45510
ENSG00000251460	ENST00000510640		
ENSG00000233828	ENST00000611331		
ENSG00000233828	ENST00000445770		
ENSG00000254895	ENST00000526563		
ENSG00000236472	ENST00000451776		
ENSG00000258658	ENST00000556390		
ENSG00000259827	ENST00000567563		
ENSG00000258742	ENST00000554653		
ENSG00000258742	ENST00000557689		
ENSG00000258742	ENST00000556466		
ENSG00000258742	ENST00000553485		
ENSG00000267274	ENST00000586394		
ENSG00000254891	ENST00000526326		
ENSG00000226990	ENST00000413286		
ENSG00000233353	ENST00000414704		
ENSG00000278760	ENST00000617295		
ENSG00000278760	ENST00000616009		
ENSG00000278760	ENST00000614702		
ENSG00000278760	ENST00000617235		
ENSG00000173436	ENST00000486890	0.02480	0.40920
ENSG00000173436	ENST00000322753	0.02480	0.40920
ENSG00000173436	ENST00000498067	0.02480	0.40920
ENSG00000173436	ENST00000462646	0.02480	0.40920
ENSG00000173436	ENST00000467029	0.02480	0.40920
ENSG00000173436	ENST00000481464	0.02480	0.40920
ENSG00000173436	ENST00000498642	0.02480	0.40920
ENSG00000173436	ENST00000479642	0.02480	0.40920
ENSG00000173436	ENST00000485362	0.02480	0.40920
ENSG00000173436	ENST00000617872	0.02480	0.40920
ENSG00000217030	ENST00000404109		
ENSG00000273859	ENST00000620201		
ENSG00000273859	ENST00000622100		
ENSG00000273859	ENST00000622905		
ENSG00000269210	ENST00000601251		
ENSG00000205625	ENST00000307155		
ENSG00000236763	ENST00000429016		
ENSG00000224827	ENST00000413372		
ENSG00000231715	ENST00000444980		
ENSG00000256056	ENST00000538759		
ENSG00000236030	ENST00000458683		
ENSG00000234469	ENST00000445307	0.69650	1.04000
ENSG00000234469	ENST00000445307	0.67470	0.94320
ENSG00000234469	ENST00000445307	0.67440	0.87900
ENSG00000234469	ENST00000445307	0.68270	0.94920
ENSG00000234469	ENST00000445307	0.61430	1.39750
ENSG00000234469	ENST00000445307	0.64710	1.35430
ENSG00000234469	ENST00000445307	0.69660	1.12420
ENSG00000234469	ENST00000445307	0.70950	1.09200
ENSG00000234469	ENST00000445307	0.69940	1.13560
ENSG00000234469	ENST00000445307	0.53800	0.86070
ENSG00000255417	ENST00000532655		
ENSG00000255077	ENST00000526939		
ENSG00000033867	ENST00000419036	0.03180	0.51980
ENSG00000033867	ENST00000295736	0.03180	0.51980
ENSG00000033867	ENST00000428386	0.03180	0.51980
ENSG00000033867	ENST00000454389	0.03180	0.51980
ENSG00000033867	ENST00000440156	0.03180	0.51980
ENSG00000033867	ENST00000457377	0.03180	0.51980
ENSG00000033867	ENST00000438530	0.03180	0.51980
ENSG00000033867	ENST00000437179	0.03180	0.51980
ENSG00000033867	ENST00000446700	0.03180	0.51980
ENSG00000033867	ENST00000455077	0.03180	0.51980
ENSG00000033867	ENST00000445684	0.03180	0.51980
ENSG00000033867	ENST00000465487	0.03180	0.51980
ENSG00000033867	ENST00000437266	0.03180	0.51980
ENSG00000033867	ENST00000428179	0.03180	0.51980
ENSG00000033867	ENST00000475120	0.03180	0.51980
ENSG00000033867	ENST00000491211	0.03180	0.51980
ENSG00000033867	ENST00000428005	0.03180	0.51980
ENSG00000033867	ENST00000425128	0.03180	0.51980
ENSG00000205857	ENST00000382119		
ENSG00000231599	ENST00000444887		
ENSG00000231599	ENST00000427337		
ENSG00000108819	ENST00000612501	0.01620	0.65300
ENSG00000108819	ENST00000513579	0.01620	0.65300
ENSG00000211697	ENST00000390344		
ENSG00000211697	ENST00000613175		
ENSG00000260953	ENST00000567984		
ENSG00000227178	ENST00000420349		
ENSG00000261296	ENST00000561701		
ENSG00000261296	ENST00000568092		
ENSG00000276930	ENST00000614255		
ENSG00000243581	ENST00000481709		
ENSG00000272827	ENST00000609113		
ENSG00000144524	ENST00000410024	0.13840	0.57380
ENSG00000144524	ENST00000409295	0.13840	0.57380
ENSG00000144524	ENST00000409091	0.13840	0.57380
ENSG00000144524	ENST00000479430	0.13840	0.57380
ENSG00000144524	ENST00000452375	0.13840	0.57380
ENSG00000144524	ENST00000449784	0.13840	0.57380
ENSG00000144524	ENST00000466901	0.13840	0.57380
ENSG00000144524	ENST00000350033	0.13840	0.57380
ENSG00000144524	ENST00000412591	0.13840	0.57380
ENSG00000144524	ENST00000413197	0.13840	0.57380
ENSG00000144524	ENST00000450501	0.13840	0.57380
ENSG00000144524	ENST00000357490	0.13840	0.57380
ENSG00000144524	ENST00000432387	0.13840	0.57380
ENSG00000144524	ENST00000492423	0.13840	0.57380
ENSG00000144524	ENST00000410017	0.13840	0.57380
ENSG00000144524	ENST00000412922	0.13840	0.57380
ENSG00000144524	ENST00000373608	0.13840	0.57380
ENSG00000144524	ENST00000436564	0.13840	0.57380
ENSG00000144524	ENST00000461350	0.13840	0.57380
ENSG00000144524	ENST00000474042	0.13840	0.57380
ENSG00000144524	ENST00000488111	0.13840	0.57380
ENSG00000144524	ENST00000449174	0.13840	0.57380
ENSG00000144524	ENST00000620578	0.13840	0.57380
ENSG00000144524	ENST00000611614	0.13840	0.57380
ENSG00000225528	ENST00000424496		
ENSG00000067704	ENST00000366922	0.09220	0.74250
ENSG00000067704	ENST00000490891	0.09220	0.74250
ENSG00000067704	ENST00000488777	0.09220	0.74250
ENSG00000067704	ENST00000467924	0.09220	0.74250
ENSG00000225122	ENST00000430516		
ENSG00000233977	ENST00000421500		
ENSG00000164241	ENST00000508527	0.54370	0.76750
ENSG00000164241	ENST00000606937	0.54370	0.76750
ENSG00000164241	ENST00000607731	0.54370	0.76750
ENSG00000164241	ENST00000606042	0.54370	0.76750
ENSG00000164241	ENST00000509733	0.54370	0.76750
ENSG00000164241	ENST00000515558	0.54370	0.76750
ENSG00000164241	ENST00000296662	0.54370	0.76750
ENSG00000164241	ENST00000535381	0.54370	0.76750
ENSG00000217130	ENST00000408001		
ENSG00000170820	ENST00000406846	0.06750	0.46330
ENSG00000170820	ENST00000304421	0.06750	0.46330
ENSG00000170820	ENST00000454032	0.06750	0.46330
ENSG00000170820	ENST00000469138	0.06750	0.46330
ENSG00000170820	ENST00000419927	0.06750	0.46330
ENSG00000181072	ENST00000445907	0.01810	0.52420
ENSG00000181072	ENST00000471195	0.01810	0.52420
ENSG00000181072	ENST00000481598	0.01810	0.52420
ENSG00000181072	ENST00000480591	0.01810	0.52420
ENSG00000181072	ENST00000320658	0.01810	0.52420
ENSG00000181072	ENST00000453373	0.01810	0.52420
ENSG00000181072	ENST00000401861	0.01810	0.52420
ENSG00000255491	ENST00000533516		
ENSG00000178586	ENST00000319423	0.08420	0.79980
ENSG00000178586	ENST00000319423	0.07910	0.70110
ENSG00000178586	ENST00000319423	0.06960	0.80470
ENSG00000271558	ENST00000603098		
ENSG00000206301	ENST00000241802		
ENSG00000206301	ENST00000547960		
ENSG00000231516	ENST00000475330		
ENSG00000070061	ENST00000495759	0.11320	0.46690
ENSG00000070061	ENST00000374647	0.11320	0.46690
ENSG00000070061	ENST00000467959	0.11320	0.46690
ENSG00000070061	ENST00000537196	0.11320	0.46690
ENSG00000279329	ENST00000623668		
ENSG00000268297	ENST00000596555		
ENSG00000271559	ENST00000603212		
ENSG00000145287	ENST00000311507	0.09550	0.81910
ENSG00000145287	ENST00000411416	0.09550	0.81910
ENSG00000145287	ENST00000515389	0.09550	0.81910
ENSG00000145287	ENST00000509973	0.09550	0.81910
ENSG00000145287	ENST00000505406	0.09550	0.81910
ENSG00000145287	ENST00000426923	0.09550	0.81910
ENSG00000248792	ENST00000509776		
ENSG00000228289	ENST00000412705		
ENSG00000239320	ENST00000477483		
ENSG00000273731	ENST00000614700		
ENSG00000229207	ENST00000419794		
ENSG00000173705	ENST00000309558	0.19180	0.62450
ENSG00000173705	ENST00000412539	0.19180	0.62450
ENSG00000263719	ENST00000580425		
ENSG00000229551	ENST00000449858		
ENSG00000240033	ENST00000496403		
ENSG00000228012	ENST00000443251		
ENSG00000267019	ENST00000591175		
ENSG00000221910	ENST00000408955	0.09940	0.85740
ENSG00000221910	ENST00000408955	0.08810	0.63940
ENSG00000221910	ENST00000408955	0.10150	0.62930
ENSG00000279317	ENST00000623861		
ENSG00000206466	ENST00000383542		
ENSG00000206466	ENST00000383537		
ENSG00000206466	ENST00000383541		
ENSG00000206466	ENST00000495291		
ENSG00000206466	ENST00000489481		
ENSG00000206466	ENST00000482350		
ENSG00000206466	ENST00000498610		
ENSG00000206466	ENST00000383543		
ENSG00000206466	ENST00000493602		
ENSG00000206466	ENST00000471385		
ENSG00000206466	ENST00000462863		
ENSG00000206466	ENST00000478066		
ENSG00000206466	ENST00000552399		
ENSG00000233740	ENST00000420675		
ENSG00000225719	ENST00000435192		
ENSG00000239227	ENST00000494739		
ENSG00000262148	ENST00000570744		
ENSG00000275063	ENST00000618003		
ENSG00000259793	ENST00000563747		
ENSG00000261761	ENST00000562049		
ENSG00000261761	ENST00000624352		
ENSG00000230025	ENST00000434308		
ENSG00000274998	ENST00000391185		
ENSG00000274998	ENST00000391185		
ENSG00000274998	ENST00000391185		
ENSG00000274998	ENST00000391185		
ENSG00000274998	ENST00000391185		
ENSG00000274998	ENST00000391185		
ENSG00000260822	ENST00000568479		
ENSG00000237571	ENST00000448086		
ENSG00000270188	ENST00000604646		
ENSG00000154743	ENST00000446004	0.19990	0.82900
ENSG00000154743	ENST00000454502	0.19990	0.82900
ENSG00000154743	ENST00000402228	0.19990	0.82900
ENSG00000154743	ENST00000284995	0.19990	0.82900
ENSG00000154743	ENST00000473755	0.19990	0.82900
ENSG00000154743	ENST00000415684	0.19990	0.82900
ENSG00000154743	ENST00000490981	0.19990	0.82900
ENSG00000154743	ENST00000455118	0.19990	0.82900
ENSG00000154743	ENST00000412698	0.19990	0.82900
ENSG00000154743	ENST00000475595	0.19990	0.82900
ENSG00000154743	ENST00000444864	0.19990	0.82900
ENSG00000267631	ENST00000301407	0.28130	0.93170
ENSG00000267631	ENST00000601167	0.28130	0.93170
ENSG00000248485	ENST00000504449	0.06860	0.40260
ENSG00000261710	ENST00000562989		
ENSG00000179526	ENST00000532536	0.17840	0.77940
ENSG00000179526	ENST00000398712	0.17840	0.77940
ENSG00000179526	ENST00000359551	0.17840	0.77940
ENSG00000179526	ENST00000530216	0.17840	0.77940
ENSG00000179526	ENST00000534242	0.17840	0.77940
ENSG00000179526	ENST00000525275	0.17840	0.77940
ENSG00000179526	ENST00000533948	0.17840	0.77940
ENSG00000179526	ENST00000534435	0.17840	0.77940
ENSG00000179526	ENST00000531375	0.17840	0.77940
ENSG00000179526	ENST00000533184	0.17840	0.77940
ENSG00000181296	ENST00000525221		
ENSG00000185745	ENST00000371804		
ENSG00000185745	ENST00000546318		
ENSG00000254008	ENST00000517704		
ENSG00000156475	ENST00000394409	0.01790	0.31380
ENSG00000156475	ENST00000530902	0.01790	0.31380
ENSG00000156475	ENST00000508545	0.01790	0.31380
ENSG00000156475	ENST00000394414	0.01790	0.31380
ENSG00000156475	ENST00000394411	0.01790	0.31380
ENSG00000156475	ENST00000336640	0.01790	0.31380
ENSG00000156475	ENST00000504198	0.01790	0.31380
ENSG00000156475	ENST00000512639	0.01790	0.31380
ENSG00000156475	ENST00000512984	0.01790	0.31380
ENSG00000156475	ENST00000522831	0.01790	0.31380
ENSG00000156475	ENST00000528601	0.01790	0.31380
ENSG00000156475	ENST00000515880	0.01790	0.31380
ENSG00000156475	ENST00000512011	0.01790	0.31380
ENSG00000156475	ENST00000532154	0.01790	0.31380
ENSG00000156475	ENST00000502876	0.01790	0.31380
ENSG00000156475	ENST00000508267	0.01790	0.31380
ENSG00000156475	ENST00000504565	0.01790	0.31380
ENSG00000156475	ENST00000509721	0.01790	0.31380
ENSG00000156475	ENST00000520231	0.01790	0.31380
ENSG00000156475	ENST00000453001	0.01790	0.31380
ENSG00000156475	ENST00000394413	0.01790	0.31380
ENSG00000274195	ENST00000612855		
ENSG00000087302	ENST00000261700	0.02280	0.33350
ENSG00000087302	ENST00000557553	0.02280	0.33350
ENSG00000087302	ENST00000556760	0.02280	0.33350
ENSG00000087302	ENST00000553362	0.02280	0.33350
ENSG00000087302	ENST00000553707	0.02280	0.33350
ENSG00000087302	ENST00000555319	0.02280	0.33350
ENSG00000087302	ENST00000553479	0.02280	0.33350
ENSG00000087302	ENST00000261700	0.01510	0.32340
ENSG00000087302	ENST00000557553	0.01510	0.32340
ENSG00000087302	ENST00000556760	0.01510	0.32340
ENSG00000087302	ENST00000553362	0.01510	0.32340
ENSG00000087302	ENST00000553707	0.01510	0.32340
ENSG00000087302	ENST00000555319	0.01510	0.32340
ENSG00000087302	ENST00000553479	0.01510	0.32340
ENSG00000225462	ENST00000424976		
ENSG00000148572	ENST00000277746	0.05790	0.61690
ENSG00000148572	ENST00000435510	0.05790	0.61690
ENSG00000148572	ENST00000611479	0.05790	0.61690
ENSG00000237854	ENST00000590734		
ENSG00000237854	ENST00000435469		
ENSG00000220343	ENST00000469748		
ENSG00000275056	ENST00000614098		
ENSG00000078403	ENST00000377100	0.03260	0.34280
ENSG00000078403	ENST00000377072	0.03260	0.34280
ENSG00000078403	ENST00000307729	0.03260	0.34280
ENSG00000078403	ENST00000377091	0.03260	0.34280
ENSG00000078403	ENST00000471315	0.03260	0.34280
ENSG00000078403	ENST00000495130	0.03260	0.34280
ENSG00000078403	ENST00000476557	0.03260	0.34280
ENSG00000078403	ENST00000430455	0.03260	0.34280
ENSG00000078403	ENST00000462999	0.03260	0.34280
ENSG00000078403	ENST00000480415	0.03260	0.34280
ENSG00000078403	ENST00000479634	0.03260	0.34280
ENSG00000078403	ENST00000438473	0.03260	0.34280
ENSG00000078403	ENST00000468309	0.03260	0.34280
ENSG00000078403	ENST00000420525	0.03260	0.34280
ENSG00000078403	ENST00000377059	0.03260	0.34280
ENSG00000078403	ENST00000621220	0.03260	0.34280
ENSG00000267722	ENST00000591853		
ENSG00000118007	ENST00000383202	0.00280	0.36830
ENSG00000118007	ENST00000236698	0.00280	0.36830
ENSG00000118007	ENST00000483235	0.00280	0.36830
ENSG00000118007	ENST00000465961	0.00280	0.36830
ENSG00000118007	ENST00000487065	0.00280	0.36830
ENSG00000118007	ENST00000492318	0.00280	0.36830
ENSG00000118007	ENST00000462818	0.00280	0.36830
ENSG00000118007	ENST00000480733	0.00280	0.36830
ENSG00000118007	ENST00000434713	0.00280	0.36830
ENSG00000100532	ENST00000554791	0.09180	0.55800
ENSG00000100532	ENST00000216420	0.09180	0.55800
ENSG00000100532	ENST00000556216	0.09180	0.55800
ENSG00000100532	ENST00000557317	0.09180	0.55800
ENSG00000100532	ENST00000557755	0.09180	0.55800
ENSG00000100532	ENST00000557512	0.09180	0.55800
ENSG00000100532	ENST00000557184	0.09180	0.55800
ENSG00000100532	ENST00000557429	0.09180	0.55800
ENSG00000100532	ENST00000556172	0.09180	0.55800
ENSG00000256278	ENST00000542197		
ENSG00000231988	ENST00000453312		
ENSG00000215246	ENST00000399869		
ENSG00000227400	ENST00000454312		
ENSG00000227400	ENST00000454537		
ENSG00000227400	ENST00000424322		
ENSG00000267376	ENST00000585651		
ENSG00000226679	ENST00000423919		
ENSG00000244167	ENST00000467154		
ENSG00000204851	ENST00000594749	0.22530	1.68350
ENSG00000204851	ENST00000599531	0.22530	1.68350
ENSG00000113088	ENST00000231009	0.17540	0.63440
ENSG00000113088	ENST00000512089	0.17540	0.63440
ENSG00000224455	ENST00000478392		
ENSG00000224455	ENST00000443860		
ENSG00000224455	ENST00000483351		
ENSG00000224455	ENST00000467000		
ENSG00000224455	ENST00000494451		
ENSG00000224455	ENST00000485137		
ENSG00000224455	ENST00000488248		
ENSG00000224455	ENST00000463636		
ENSG00000224455	ENST00000484059		
ENSG00000224455	ENST00000462911		
ENSG00000224455	ENST00000487611		
ENSG00000279800	ENST00000624956		
ENSG00000146476	ENST00000367294	0.14080	0.72610
ENSG00000146476	ENST00000494826	0.14080	0.72610
ENSG00000146476	ENST00000483931	0.14080	0.72610
ENSG00000146476	ENST00000545879	0.14080	0.72610
ENSG00000242575	ENST00000437634		
ENSG00000104067	ENST00000346128	0.04650	0.46190
ENSG00000104067	ENST00000400011	0.04650	0.46190
ENSG00000104067	ENST00000356107	0.04650	0.46190
ENSG00000104067	ENST00000400007	0.04650	0.46190
ENSG00000104067	ENST00000545208	0.04650	0.46190
ENSG00000104067	ENST00000579042	0.04650	0.46190
ENSG00000104067	ENST00000561307	0.04650	0.46190
ENSG00000104067	ENST00000462916	0.04650	0.46190
ENSG00000104067	ENST00000485381	0.04650	0.46190
ENSG00000104067	ENST00000495972	0.04650	0.46190
ENSG00000104067	ENST00000558447	0.04650	0.46190
ENSG00000104067	ENST00000473741	0.04650	0.46190
ENSG00000104067	ENST00000614355	0.04650	0.46190
ENSG00000233668	ENST00000372214		
ENSG00000233207	ENST00000450520		
ENSG00000251799	ENST00000515990		
ENSG00000254607	ENST00000550747		
ENSG00000254607	ENST00000534620		
ENSG00000189181	ENST00000342623		
ENSG00000249725	ENST00000505557		
ENSG00000215846	ENST00000480235		
ENSG00000228966	ENST00000455653		
ENSG00000280230	ENST00000623890		
ENSG00000143125	ENST00000271331	0.07970	0.71710
ENSG00000256626	ENST00000538284		
ENSG00000213488	ENST00000511084		
ENSG00000232235	ENST00000454543		
ENSG00000141956	ENST00000470586	0.06000	1.16740
ENSG00000141956	ENST00000486812	0.06000	1.16740
